;user;username;text;ts;key
599;Overton;Overton;I will have to leave around 16:45 today because of a dentist appointment.;1492756431.280056;1492756431U0PSDKXHR
600;Maehagar;Maehagar;Missed my train again, sorry. Will be in the office at ~9:10;1492755807.2176461;1492755807U278DLL2D
601;Galeris;Galeris;I have to leave at 17:00 today;1492754042.052983;1492754042U036SKV77
602;Balaemar;Balaemar;i have to bring my car to garage on monday morning. this will take at least till 9:00. If no need to come to the office I will be in HO (on monday);1492701710.665275;1492701710U035FRUCY
603;Myke;Myke;I have a doctor appointment tomorrow at 11am, so I'll do HO.;1492690470.653437;1492690470U0MGNKETU
604;Darnor;Darnor;i'll be in Zürich at Felix office the whole day tomorrow in order to shorten communication ways and solve open questions;1492682782.4659538;1492682782U1D7Q9J8M
605;Celtheon;Celtheon;I'm not feeling too well, I go home and finish the day in HO;1492681575.250885;1492681575U1RLS54MB
606;Galeris;Galeris;I’ll be in home office this afternoon to concentrate on adecco search;1492678733.730676;1492678733U036SKV77
607;Braddock;Braddock;It takes a bit longer than expected at the garage to get the car back. I'll be in the office asap. ;1492671370.5476286;1492671370U0CNKFT0A
608;Kenning;Kenning;I have a nasty throat pain since yesterday night and can hardly speak. Thus, I would like to do Home Office today.;1492669366.3268812;1492669366U4CM3PGSH
609;Furrow;Furrow;missed train connection. I’ll be in the office around 9.;1492668609.2517688;1492668609U3V31A9M0
610;Baegar;Baegar;Today I'm going to be in Home Office from 15:00 to 18:00.;1492667883.1808288;1492667883U035J4RG4
611;Bernareon;Bernareon;gonna be late tomorrow (today) seat took a bit longer :slightly_smiling_face:;1492642483.71419;1492642483U035G74QE
612;Brarald;Brarald;I am back in the office on monday:raising_hand::skin-tone-3:;1492615703.908854;1492615703U4U5QNWTZ
613;Vaerys;Vaerys;I have a doctor’s appointment at 8:30 AM tomorrow, so I will be in the office after that;1492611012.4456348;1492611012U0PLNK7EK
614;Celtaris;Celtaris;I will have to leave a little earlier (after 17:00) and I will be in HO later.;1492608937.850961;1492608937U2Q4H6S4E
615;Darnor;Darnor;I will be in the office at about 09:30;1492582897.499181;1492582897U1D7Q9J8M
616;Furrow;Furrow;<@U035FRUCY> and I are at Pollux this morning. Back in the office in the afternoon;1492582714.4804866;1492582714U3V31A9M0
617;Maehagar;Maehagar;ZVV canceled a train today, so I'll be a little bit late to the daily ;1492582037.414866;1492582037U278DLL2D
618;Braddock;Braddock;I've to go to the dentist today at 16:00. ;1492580765.29824;1492580765U0CNKFT0A
619;Brarald;Brarald;<@U4U5QNWTZ|Brarald> has joined the channel;1492503476.498338;1492503476U4U5QNWTZ
620;Gonaleos;Gonaleos;I have an appointment tomorrow (seeing an apartment) so I would like to leave at 10:30 for 1-1.5 hours;1492503268.4554696;1492503268U3W886EF4
621;Kenning;Kenning;I would like to leave at 17:00 today;1492499420.696492;1492499420U4CM3PGSH
622;Ryswell;Ryswell;I am at HAL9000 today;1492495791.1033552;1492495791U2777Q7E3
623;Barler;Barler;I need to leave earlier today (16:00) and I will work from home tomorrow because I also need to leave quite early tomorrow (14:00);1492492948.812397;1492492948U3LNBFS85
624;Celtaris;Celtaris;<@U036U40UC> <@U0MGNKETU> and I are at Pyxis in Zürich, in the office around lunchtime.;1492492769.78885;1492492769U2Q4H6S4E
625;Furrow;Furrow;I've got fever since sunday. Doing home office today.;1492492214.727189;1492492214U3V31A9M0
626;Vaerys;Vaerys;I have an MRI scheduled at 0920 Hrs tomorrow, so I will be in the office after the MRI;1492447611.9181821;1492447611U0PLNK7EK
627;Gaelralis;Gaelralis;:+1::skin-tone-3:;1492076324.904104;1492076324U0HLAK1T6
628;Tareneos;Tareneos;thanks <@U0HLAK1T6> looks good, I don't need to optimize anytrhing;1492076160.876782;1492076160U4C4ZJYNS
629;Braddock;Braddock;I will arrive a bit later at the office because I need to pack my luggage. ;1492061688.95829;1492061688U0CNKFT0A
630;Celtheon;Celtheon;Tomorrow I have to go to city for an hour around 10:30 - 11:30.;1492028401.818228;1492028401U1RLS54MB
631;Barler;Barler;I need to leave earlier tomorrow (around 15:00);1492014970.216676;1492014970U3LNBFS85
632;Gaelralis;Gaelralis;"```
± ping -D -s 1472 8.8.8.8
PING 8.8.8.8 (8.8.8.8): 1472 data bytes
Request timeout for icmp_seq 0
1480 bytes from 8.8.8.8: icmp_seq=1 ttl=58 time=105.389 ms
1480 bytes from 8.8.8.8: icmp_seq=2 ttl=58 time=125.546 ms
1480 bytes from 8.8.8.8: icmp_seq=3 ttl=58 time=81.167 ms
1480 bytes from 8.8.8.8: icmp_seq=4 ttl=58 time=190.648 ms
1480 bytes from 8.8.8.8: icmp_seq=5 ttl=58 time=960.642 ms
1480 bytes from 8.8.8.8: icmp_seq=6 ttl=58 time=245.354 ms
1480 bytes from 8.8.8.8: icmp_seq=7 ttl=58 time=176.108 ms
1480 bytes from 8.8.8.8: icmp_seq=8 ttl=58 time=210.008 ms
1480 bytes from 8.8.8.8: icmp_seq=9 ttl=58 time=310.585 ms
^C
--- 8.8.8.8 ping statistics ---
11 packets transmitted, 9 packets received, 18.2% packet loss
round-trip min/avg/max/stddev = 81.167/267.272/960.642/254.189 ms
```";1492011347.153373;1492011347U0HLAK1T6
633;Gaelralis;Gaelralis;i found it;1492011310.141712;1492011310U0HLAK1T6
634;Gaelralis;Gaelralis;what should i ping on mac?;1492011107.078572;1492011107U0HLAK1T6
635;Gaelralis;Gaelralis;"```
± ping -M do -s 1472 8.8.8.8
ping: invalid message: `d'
```";1492011099.076134;1492011099U0HLAK1T6
636;Gaelralis;Gaelralis;i will do it later when i am in the zurich-bern one. :+1::skin-tone-3:;1492006800.730576;1492006800U0HLAK1T6
637;Furrow;Furrow;Have to catch the train at 17.00. but working and available till 18.00 (in the train).;1492006249.567949;1492006249U3V31A9M0
638;Tareneos;Tareneos;"Hoi heracles, would be interesting if you could connect to the VPN while on the train, and run this
```
ping -M do -s 1472 8.8.8.8
```
depending on the response tell me if the MTU is optimal for theathering over a mobile connection";1492004927.183408;1492004927U4C4ZJYNS
639;Gaelralis;Gaelralis;on my way to the bernese countryside, i will be online later again (in the train).;1492004373.034409;1492004373U0HLAK1T6
640;Caenraenos;Caenraenos;At ACME this afternoon;1491993717.102457;1491993717U035AASB8
641;Gaelralis;Gaelralis;tomorrow (thursday), I have some errands on the country side and will do HO.;1491983611.363278;1491983611U0HLAK1T6
642;Kenning;Kenning;Overslept, will come later;1491979507.799279;1491979507U4CM3PGSH
643;Myke;Myke;"I'll be at the office around noon, need to allow access to my bathroom for some ""maintainer"" to check on the plumbing. Meanwhile I'll do some review on the autokredit at home &amp; train. Sorry for late notice, just saw the notice this morning at the door.";1491978592.70185;1491978592U0MGNKETU
644;Furrow;Furrow;I had my last dentist appointmemt today. I'll be in the office around 9.00.;1491978418.684497;1491978418U3V31A9M0
645;Maehagar;Maehagar;I have to come to the office @10:00 in the morning - I need to go to the post office;1491947106.3853061;1491947106U278DLL2D
646;Celtaris;Celtaris;<@U035AASB8> and I are at ACME this afternoon.;1491910176.9287279;1491910176U2Q4H6S4E
647;Tareneos;Tareneos;"Hi, I come by after 15:30 to the office today,
need to reset the apple airport and install the highspeedscanner";1491909881.886644;1491909881U4C4ZJYNS
648;Ryswell;Ryswell;I am at HAL9000 today;1491895214.535444;1491895214U2777Q7E3
649;Mamon;Mamon;I will come to the office at 9:30 today. ;1491892622.229131;1491892622U27727KK8
650;Myke;Myke;I'll be about 45 min late. Missed the train.;1491891480.113385;1491891480U0MGNKETU
651;Braddock;Braddock;I go to MomoLtd after lunch. ;1491891153.08372;1491891153U0CNKFT0A
652;Gonaleos;Gonaleos;I have to leave at 17:30 today, I am goint to see an apartment;1491825473.1493108;1491825473U3W886EF4
653;Tareneos;Tareneos;"Hi, I was planning to call in today and to see solos talk, 
 but need to stay at home, kids got  chickpox/Windpocken :disappointed:";1491811529.974075;1491811529U4C4ZJYNS
654;Torerne;Torerne;I am working from home tomorrow morning.;1491810297.784718;1491810297U035FRZHY
655;Celtaris;Celtaris;I have a day off today - see you all tomorrow. Have a good day! ;1491808385.5227802;1491808385U2Q4H6S4E
656;Gaelralis;Gaelralis;This afternoon, I will be longer away than usual: i have an errand in zurich.;1491804395.106533;1491804395U0HLAK1T6
657;Furrow;Furrow;"Cancelled train connection. Have to wait for further informations. Till then I'm working at a café at the train station.
Probably I'll miss the weekly.";1491801945.919036;1491801945U3V31A9M0
658;Balaemar;Balaemar;if it is possible (depends on todays ACME delivery) I will leave at 15:30 to pick up something before the shop close and be in HO after that.;1491562709.554263;1491562709U035FRUCY
659;Vaerys;Vaerys;I will be leaving around 17:15 as well;1491555314.3605552;1491555314U0PLNK7EK
660;Jaereron;Jaereron;I have to leave a little bit earlier .. at 17:15;1491548936.3934119;1491548936U035G5WMS
661;Olmomir;Olmomir;I will be in office around 9:15. I need to pass to the Post Office!;1491545454.027993;1491545454U0CN3AKDL
662;Myke;Myke;I'm running late today, my alarm didn't go off. Will be in the office around 11. I'll do some preparation for the delivery on the train <@U2Q4H6S4E> <@U035FRUCY> ;1491545135.000275;1491545135U0MGNKETU
663;Overton;Overton;Today I have to leave at around 17:00;1491542867.821559;1491542867U0PSDKXHR
664;Darnor;Darnor;<@U035AASB8> and I are are having different meetings in Zürich tomorrow.;1491479072.6329026;1491479072U1D7Q9J8M
665;Eliar;Eliar;As agreed with Ramon, I'll leave tomorrow around 3 pm but will be available the whole afternoon.;1491476489.261956;1491476489U0A8NPHRD
666;Celtaris;Celtaris;<@U035AASB8> , <@U035J4RG4> and I are at ACME this afternoon.;1491472680.673859;1491472680U2Q4H6S4E
667;Mamon;Mamon;I will come to the office at 9:30 today. ;1491460115.7356;1491460115U27727KK8
668;Vaerys;Vaerys;Will be late by ~45 minutes, need to go to the MigrationFishert and get a temporary visa ;1491455802.362638;1491455802U0PLNK7EK
669;Caenraenos;Caenraenos;I will be in a little later, at 10:30;1491441606.211558;1491441606U035AASB8
670;Ryswell;Ryswell;Later this afternoon I will be at the SOM to meet our Google contact person;1491395231.5289302;1491395231U2777Q7E3
671;Celtaris;Celtaris;I will leave a little earlier today (after 17:00) and be in HO later.;1491387024.261306;1491387024U2Q4H6S4E
672;Gonaleos;Gonaleos;I am still sick, so I work from home today;1491374841.254406;1491374841U3W886EF4
673;Myke;Myke;I'll do HO tomorrow and I'll be off for about 30-45 min to run to post-office to pick up my medicine and some urgent errands.;1491314952.726416;1491314952U0MGNKETU
674;Baegar;Baegar;Tomorrow I'm going to do home office in order to concentrate on myACME preparations.;1491309999.475479;1491309999U035J4RG4
675;Vaerys;Vaerys;I am waiting to get some sort of bandage on my ankle. Will come the office when they are done strapping my foot. ;1491293729.798588;1491293729U0PLNK7EK
676;Balaemar;Balaemar;I have to leave at 4pm for a dentist's appointment;1491289651.197967;1491289651U035FRUCY
677;Darnor;Darnor;Running late as well;1491288955.109272;1491288955U1D7Q9J8M
678;Gonaleos;Gonaleos;I caught cold, so I work from home today, sorry for the late notice;1491285532.769029;1491285532U3W886EF4
679;Gonaleos;Gonaleos;<@U3W886EF4|Gonaleos> has joined the channel;1491285380.75668;1491285380U3W886EF4
680;Olmomir;Olmomir;Im running late today;1491284199.666293;1491284199U0CN3AKDL
681;Mamon;Mamon;I am still feeling very poorly - congested sinuses, running node, watery eyes. I will need to do HOme one more day (i.e. Tuesday) to recover.;1491256705.480249;1491256705U27727KK8
682;Caenraenos;Caenraenos;Apologies for the late update: I will be doing home office tomorrow in order to concentrate on some critical tasks.;1491256010.350262;1491256010U035AASB8
683;Kenning;Kenning;Wednesday afternoon I would like to do home office because I have craftsmen in the house;1491238454.972029;1491238454U4CM3PGSH
684;Furrow;Furrow;Tomorrow I have another appointment at the dentist at 07.45. so after that I will be at the office at around 10.00 o'clock;1491227237.737778;1491227237U3V31A9M0
685;Vaerys;Vaerys;I have a doctor's appointment at 9:20 tomorrow morning, so I will be at the office whenever I am done with that;1491222831.755525;1491222831U0PLNK7EK
686;Vaerys;Vaerys;Get well soon Andre :slightly_smiling_face:;1491203446.7266948;1491203446U0PLNK7EK
687;Jaereron;Jaereron;"Take care &amp; get well soon ";1491197296.1691198;1491197296U035G5WMS
688;Barler;Barler;Get well soon!;1491197188.1617286;1491197188U3LNBFS85
689;Mamon;Mamon;I have become sick yesterday (Saturday) and until now it’s only getting worse (headache, sneezing, muscle pains, i.e. typical, at least for me, flu). I don’t think I will feel any better tomorrow morning. I will therefore have to call in sick for tomorrow. If I start feeling any better during the day, I will do some HO.;1491165895.3911939;1491165895U27727KK8
690;Olmomir;Olmomir;I will also leave today at 1700.;1490970047.830209;1490970047U0CN3AKDL
691;Vaerys;Vaerys;I will head to the unispital around 2, get them to remove the cast and then continue working on removing the code-split-component from home ;1490958092.538859;1490958092U0PLNK7EK
692;Mamon;Mamon;I am stuck in the traffic,  will miss the daily. ;1490942583.192266;1490942583U27727KK8
693;Maehagar;Maehagar;Missed my train, - will be late for the daily today... ;1490941988.134976;1490941988U278DLL2D
694;Baegar;Baegar;Today I'm going to leave at 16:00. I will stay reachable until 16:45.;1490940565.002964;1490940565U035J4RG4
695;Barler;Barler;I also need to leave earlier today (17:00).;1490939894.943205;1490939894U3LNBFS85
696;Overton;Overton;I have to leave a bit earlier today at around 15:45. I will still be available until 16:30.;1490939377.903554;1490939377U0PSDKXHR
697;Balaemar;Balaemar;I will be (a little bit) earlier off too - at 14:30 to go for a weekend trip.;1490938988.875276;1490938988U035FRUCY
698;Jaereron;Jaereron;Today I have to leave earlier at 16:45 .. will do some work on Sunday though ;1490938436.835919;1490938436U035G5WMS
699;Celtaris;Celtaris;I have a day off tomorrow but I will be online from time to time and available for ACME.;1490889055.3397741;1490889055U2Q4H6S4E
700;Myke;Myke;I'll be in HO tomorrow. Working on tricky Pimcore issues;1490885522.234813;1490885522U0MGNKETU
701;Balaemar;Balaemar;I go to get my car from the garage and will be back after that;1490883858.724611;1490883858U035FRUCY
