;user;class;text;ts;key
577;Vaerys;3;I’ll be in home office tomorrow;1493132975.0642571;1493132975U0PLNK7EK
578;Baegar;3;i'll be in the Home Office tomorrow.;1493132683.970763;1493132683U035J4RG4
579;Darnor;6;I'll be at FLX Labs tomorrow morning in order to sort out Holcim related stuff.;1493132266.8342538;1493132266U1D7Q9J8M
579;Darnor;1;Maybe even until early afternoon.;1493132266.8342538;1493132266U1D7Q9J8M
580;Vaerys;1;I will need to leave at 17:15 today for physio;1493118093.591366;1493118093U0PLNK7EK
581;Maehagar;1;Sorry need one more hour so.;1493106386.597232;1493106386U278DLL2D
582;Gaelralis;4;i have an appointment with my osteopath at 14:00;1493103021.145282;1493103021U0HLAK1T6
583;Overton;1;Have to leave at 5pm today because I get a delivery.;1493102977.140585;1493102977U0PSDKXHR
583;Overton;3;I will finish up some work from home after that.;1493102977.140585;1493102977U0PSDKXHR
584;Furrow;8;Had to wait longer for the plumber than expected.;1493101531.99173;1493101531U3V31A9M0
584;Furrow;1;Going to be at the office later.;1493101531.99173;1493101531U3V31A9M0
584;Furrow;3;Working available from now.;1493101531.99173;1493101531U3V31A9M0
585;Braddock;7;I finish processing a computation at home before I come to the office.;1493101213.96182;1493101213U0CNKFT0A
585;Braddock;1;I expect to arrive between 10 11.;1493101213.96182;1493101213U0CNKFT0A
586;Baegar;8;":classy_pbj_time: for the muffins
:hear_no_evil: for your early leave";1493100531.901601;1493100531U035J4RG4
587;Galeris;2;There’s banana-chocolate muffins in the kitchen :smile: also i’m off at 12:00 today;1493099821.8378901;1493099821U036SKV77
587;Galeris;8;so if you need something let me know asap;1493099821.8378901;1493099821U036SKV77
588;Maehagar;1;I'll be in the office @ ~9:30 today 25.04;1493084216.654937;1493084216U278DLL2D
589;Darnor;1;i have to leave at 17:30 today;1493038967.568286;1493038967U1D7Q9J8M
589;Darnor;3;will be online again from 18:00 for a call;1493038967.568286;1493038967U1D7Q9J8M
590;Gaelralis;1;i have an errant in town.;1493035281.887082;1493035281U0HLAK1T6
591;Balaemar;1;i am off for lunch till 2pm;1493032833.524097;1493032833U035FRUCY
592;Baegar;2;This will be my last week in the office before a 2-week vacation from may 1st to may 14th.;1493019105.302475;1493019105U035J4RG4
592;Baegar;8;If you have any questions;1493019105.302475;1493019105U035J4RG4
592;Baegar;8;please address them this week.;1493019105.302475;1493019105U035J4RG4
593;Darnor;7;I'll be in the army repetition course from Thursday 27th of April back in the office on Monday 22nd of May.;1493018963.281393;1493018963U1D7Q9J8M
594;Furrow;1;Going to be late.. Will be at the office at 09.10 o'clock.;1493014044.746851;1493014044U3V31A9M0
595;Balaemar;3;as announced I will be in HO today.;1493010661.495661;1493010661U035FRUCY
595;Balaemar;1;I am off at 8:30 for up to 1 our to bring my car to the garage;1493010661.495661;1493010661U035FRUCY
596;Braddock;4;On Monday 11:00-12:00 I've to go to the hospital.;1492964197.96213;1492964197U0CNKFT0A
597;Jaereron;1;I plan to leave today early .. so if anyone requires anything from me please come to me soon;1492774081.948025;1492774081U035G5WMS
598;Furrow;4;I will have to leave around 16.00 today because of a doctor appointment in st.gallen.;1492757835.434784;1492757835U3V31A9M0
599;Overton;4;I will have to leave around 16:45 today because of a dentist appointment.;1492756431.280056;1492756431U0PSDKXHR
600;Maehagar;1;Missed my train again sorry.;1492755807.2176461;1492755807U278DLL2D
600;Maehagar;1;Will be in the office at ~9:10;1492755807.2176461;1492755807U278DLL2D
601;Galeris;1;I have to leave at 17:00 today;1492754042.052983;1492754042U036SKV77
602;Balaemar;8;i have to bring my car to garage on monday morning.;1492701710.665275;1492701710U035FRUCY
602;Balaemar;1;this will take at least till 9:00.;1492701710.665275;1492701710U035FRUCY
602;Balaemar;3;If no need to come to the office I will be in HO on monday);1492701710.665275;1492701710U035FRUCY
603;Myke;4;I have a doctor appointment tomorrow at 11am;1492690470.653437;1492690470U0MGNKETU
603;Myke;3;so I'll do HO.;1492690470.653437;1492690470U0MGNKETU
604;Darnor;6;i'll be in Zürich at Felix office the whole day tomorrow in order to shorten communication ways;1492682782.4659538;1492682782U1D7Q9J8M
604;Darnor;8;solve open questions;1492682782.4659538;1492682782U1D7Q9J8M
605;Celtheon;5;I'm not feeling too well;1492681575.250885;1492681575U1RLS54MB
605;Celtheon;1;I go home;1492681575.250885;1492681575U1RLS54MB
605;Celtheon;3;finish the day in HO;1492681575.250885;1492681575U1RLS54MB
606;Galeris;3;I’ll be in home office this afternoon to concentrate on adecco search;1492678733.730676;1492678733U036SKV77
607;Braddock;1;It takes a bit longer than expected at the garage to get the car back.;1492671370.5476284;1492671370U0CNKFT0A
607;Braddock;1;I'll be in the office asap.;1492671370.5476284;1492671370U0CNKFT0A
608;Kenning;5;I have a nasty throat pain since yesterday night;1492669366.3268812;1492669366U4CM3PGSH
608;Kenning;5;can hardly speak.;1492669366.3268812;1492669366U4CM3PGSH
608;Kenning;3;Thus I would like to do Home Office today.;1492669366.3268812;1492669366U4CM3PGSH
609;Furrow;1;missed train connection.;1492668609.2517688;1492668609U3V31A9M0
609;Furrow;1;I’ll be in the office around 9.;1492668609.2517688;1492668609U3V31A9M0
610;Baegar;3;Today I'm going to be in Home Office from 15:00 to 18:00.;1492667883.1808288;1492667883U035J4RG4
611;Bernareon;1;gonna be late tomorrow;1492642483.71419;1492642483U035G74QE
611;Bernareon;1;today) seat took a bit longer :slightly_smiling_face:;1492642483.71419;1492642483U035G74QE
612;Brarald;7;I am back in the office on monday:raising_hand::skin-tone-3:;1492615703.908854;1492615703U4U5QNWTZ
613;Vaerys;4;I have a doctor’s appointment at 8:30 AM tomorrow;1492611012.4456348;1492611012U0PLNK7EK
613;Vaerys;7;so I will be in the office after that;1492611012.4456348;1492611012U0PLNK7EK
614;Celtaris;1;I will have to leave a little earlier after 17:00) I will be in HO later.;1492608937.850961;1492608937U2Q4H6S4E
615;Darnor;1;I will be in the office at about 09:30;1492582897.499181;1492582897U1D7Q9J8M
616;Furrow;6;<@U035FRUCY> I are at aspectra this morning.;1492582714.4804866;1492582714U3V31A9M0
616;Furrow;7;Back in the office in the afternoon;1492582714.4804866;1492582714U3V31A9M0
617;Maehagar;1;ZVV canceled a train today;1492582037.414866;1492582037U278DLL2D
617;Maehagar;1;so I'll be a little bit late to the daily;1492582037.414866;1492582037U278DLL2D
618;Braddock;4;I've to go to the dentist today at 16:00.;1492580765.29824;1492580765U0CNKFT0A
619;Brarald;8;<@U4U5QNWTZ|Brarald> has joined the channel;1492503476.498338;1492503476U4U5QNWTZ
620;Gonaleos;1;I have an appointment tomorrow;1492503268.4554696;1492503268U3W886EF4
620;Gonaleos;1;seeing an apartment) so I would like to leave at 10:30 for 1-1.5 hours;1492503268.4554696;1492503268U3W886EF4
621;Kenning;1;I would like to leave at 17:00 today;1492499420.696492;1492499420U4CM3PGSH
622;Ryswell;6;I am at Budgetcredit today;1492495791.1033552;1492495791U2777Q7E3
623;Barler;3;I need to leave earlier today 16:00) I will work from home tomorrow because I also need to leave quite early tomorrow 14:00);1492492948.812397;1492492948U3LNBFS85
624;Celtaris;6;<@U036U40UC> <@U0MGNKETU> I are at Notch in Zürich in the office around lunchtime.;1492492769.78885;1492492769U2Q4H6S4E
625;Furrow;5;I've got fever since sunday.;1492492214.727189;1492492214U3V31A9M0
625;Furrow;3;Doing home office today.;1492492214.727189;1492492214U3V31A9M0
626;Vaerys;4;I have an MRI scheduled at 0920 Hrs tomorrow;1492447611.9181821;1492447611U0PLNK7EK
626;Vaerys;7;so I will be in the office after the MRI;1492447611.9181821;1492447611U0PLNK7EK
627;Gaelralis;8;:+1::skin-tone-3:;1492076324.904104;1492076324U0HLAK1T6
628;Tareneos;8;thanks <@U0HLAK1T6> looks good;1492076160.876782;1492076160U4C4ZJYNS
628;Tareneos;8;I don't need to optimize anytrhing;1492076160.876782;1492076160U4C4ZJYNS
629;Braddock;1;I will arrive a bit later at the office because I need to pack my luggage.;1492061688.95829;1492061688U0CNKFT0A
630;Celtheon;1;Tomorrow I have to go to city for an hour around 10:30 - 11:30.;1492028401.818228;1492028401U1RLS54MB
631;Barler;1;I need to leave earlier tomorrow around 15:00);1492014970.216676;1492014970U3LNBFS85
632;Gaelralis;8;"```
± ping -D -s 1472 8.8.8.8
PING 8.8.8.8";1492011347.153373;1492011347U0HLAK1T6
632;Gaelralis;8;"8.8.8.8): 1472 data bytes
Request timeout for icmp_seq 0
1480 bytes from 8.8.8.8: icmp_seq=1 ttl=58 time=105.389 ms
1480 bytes from 8.8.8.8: icmp_seq=2 ttl=58 time=125.546 ms
1480 bytes from 8.8.8.8: icmp_seq=3 ttl=58 time=81.167 ms
1480 bytes from 8.8.8.8: icmp_seq=4 ttl=58 time=190.648 ms
1480 bytes from 8.8.8.8: icmp_seq=5 ttl=58 time=960.642 ms
1480 bytes from 8.8.8.8: icmp_seq=6 ttl=58 time=245.354 ms
1480 bytes from 8.8.8.8: icmp_seq=7 ttl=58 time=176.108 ms
1480 bytes from 8.8.8.8: icmp_seq=8 ttl=58 time=210.008 ms
1480 bytes from 8.8.8.8: icmp_seq=9 ttl=58 time=310.585 ms
^C
--- 8.8.8.8 ping statistics ---
11 packets transmitted";1492011347.153373;1492011347U0HLAK1T6
632;Gaelralis;8;"9 packets received 18.2% packet loss
round-trip min/avg/max/stddev = 81.167/267.272/960.642/254.189 ms
```";1492011347.153373;1492011347U0HLAK1T6
633;Gaelralis;8;i found it;1492011310.141712;1492011310U0HLAK1T6
634;Gaelralis;8;what should i ping on mac?;1492011107.078572;1492011107U0HLAK1T6
635;Gaelralis;8;"```
± ping -M do -s 1472 8.8.8.8
ping: invalid message: `d'
```";1492011099.076134;1492011099U0HLAK1T6
636;Gaelralis;8;i will do it later when i am in the zurich-bern one.;1492006800.730576;1492006800U0HLAK1T6
636;Gaelralis;8;:+1::skin-tone-3:;1492006800.730576;1492006800U0HLAK1T6
637;Furrow;1;Have to catch the train at 17.00.;1492006249.567949;1492006249U3V31A9M0
637;Furrow;3;working available till 18.00 in the train).;1492006249.567949;1492006249U3V31A9M0
638;Tareneos;8;Hoi Stan would be interesting if you could connect to the VPN while on the train;1492004927.183408;1492004927U4C4ZJYNS
638;Tareneos;8;"run this
```
ping -M do -s 1472 8.8.8.8
```
depending on the response tell me if the MTU is optimal for theathering over a mobile connection";1492004927.183408;1492004927U4C4ZJYNS
639;Gaelralis;3;on my way to the bernese countryside i will be online later again in the train).;1492004373.034409;1492004373U0HLAK1T6
640;Caenraenos;6;At BANK-now this afternoon;1491993717.102457;1491993717U035AASB8
641;Gaelralis;1;tomorrow thursday) I have some errands on the country side;1491983611.363278;1491983611U0HLAK1T6
641;Gaelralis;3;will do HO.;1491983611.363278;1491983611U0HLAK1T6
642;Kenning;1;Overslept will come later;1491979507.799279;1491979507U4CM3PGSH
643;Myke;1;I'll be at the office around noon;1491978592.70185;1491978592U0MGNKETU
643;Myke;8;"need to allow access to my bathroom for some ""maintainer"" to check on the plumbing.";1491978592.70185;1491978592U0MGNKETU
643;Myke;3;"Meanwhile I'll do some review on the autokredit at home &amp; train.";1491978592.70185;1491978592U0MGNKETU
643;Myke;8;Sorry for late notice just saw the notice this morning at the door.;1491978592.70185;1491978592U0MGNKETU
644;Furrow;4;I had my last dentist appointmemt today.;1491978418.684497;1491978418U3V31A9M0
644;Furrow;1;I'll be in the office around 9.00.;1491978418.684497;1491978418U3V31A9M0
645;Maehagar;1;I have to come to the office @10:00 in the morning - I need to go to the post office;1491947106.3853061;1491947106U278DLL2D
646;Celtaris;6;<@U035AASB8> I are at BANK-now this afternoon.;1491910176.9287279;1491910176U2Q4H6S4E
647;Tareneos;1;Hi I come by after 15:30 to the office today;1491909881.886644;1491909881U4C4ZJYNS
647;Tareneos;8;need to reset the apple airport;1491909881.886644;1491909881U4C4ZJYNS
647;Tareneos;8;install the highspeedscanner;1491909881.886644;1491909881U4C4ZJYNS
648;Ryswell;6;I am at Budgetcredit today;1491895214.535444;1491895214U2777Q7E3
649;Mamon;1;I will come to the office at 9:30 today.;1491892622.229131;1491892622U27727KK8
650;Myke;1;I'll be about 45 min late.;1491891480.113385;1491891480U0MGNKETU
650;Myke;1;Missed the train.;1491891480.113385;1491891480U0MGNKETU
651;Braddock;6;I go to ZHAW after lunch.;1491891153.08372;1491891153U0CNKFT0A
652;Gonaleos;1;I have to leave at 17:30 today;1491825473.1493108;1491825473U3W886EF4
652;Gonaleos;8;I am goint to see an apartment;1491825473.1493108;1491825473U3W886EF4
653;Tareneos;8;Hi I was planning to call in today;1491811529.974075;1491811529U4C4ZJYNS
653;Tareneos;8;to see Gilberts talk;1491811529.974075;1491811529U4C4ZJYNS
653;Tareneos;5;need to stay at home;1491811529.974075;1491811529U4C4ZJYNS
653;Tareneos;8;kids got  chickpox/Windpocken :disappointed:;1491811529.974075;1491811529U4C4ZJYNS
654;Torerne;3;I am working from home tomorrow morning.;1491810297.784718;1491810297U035FRZHY
655;Celtaris;2;I have a day off today - see you all tomorrow.;1491808385.5227802;1491808385U2Q4H6S4E
655;Celtaris;8;Have a good day!;1491808385.5227802;1491808385U2Q4H6S4E
656;Gaelralis;1;This afternoon I will be longer away than usual: i have an errand in zurich.;1491804395.106533;1491804395U0HLAK1T6
657;Furrow;1;Cancelled train connection.;1491801945.919036;1491801945U3V31A9M0
657;Furrow;8;Have to wait for further informations.;1491801945.919036;1491801945U3V31A9M0
657;Furrow;3;Till then I'm working at a café at the train station.;1491801945.919036;1491801945U3V31A9M0
657;Furrow;1;Probably I'll miss the weekly.;1491801945.919036;1491801945U3V31A9M0
658;Balaemar;8;if it is possible;1491562709.554263;1491562709U035FRUCY
658;Balaemar;1;depends on todays bn delivery) I will leave at 15:30 to pick up something before the shop close;1491562709.554263;1491562709U035FRUCY
658;Balaemar;3;be in HO after that.;1491562709.554263;1491562709U035FRUCY
659;Vaerys;1;I will be leaving around 17:15 as well;1491555314.3605552;1491555314U0PLNK7EK
660;Jaereron;1;I have to leave a little bit earlier .. at 17:15;1491548936.3934119;1491548936U035G5WMS
661;Olmomir;1;I will be in office around 9:15.;1491545454.027993;1491545454U0CN3AKDL
661;Olmomir;1;I need to pass to the Post Office!;1491545454.027993;1491545454U0CN3AKDL
662;Myke;1;I'm running late today;1491545135.000275;1491545135U0MGNKETU
662;Myke;1;my alarm didn't go off.;1491545135.000275;1491545135U0MGNKETU
662;Myke;1;Will be in the office around 11.;1491545135.000275;1491545135U0MGNKETU
662;Myke;8;I'll do some preparation for the delivery on the train <@U2Q4H6S4E> <@U035FRUCY>;1491545135.000275;1491545135U0MGNKETU
663;Overton;1;Today I have to leave at around 17:00;1491542867.821559;1491542867U0PSDKXHR
664;Darnor;6;<@U035AASB8> I are are having different meetings in Zürich tomorrow.;1491479072.6329026;1491479072U1D7Q9J8M
665;Eliar;8;As agreed with Ramon;1491476489.261956;1491476489U0A8NPHRD
665;Eliar;1;I'll leave tomorrow around 3 pm;1491476489.261956;1491476489U0A8NPHRD
665;Eliar;3;will be available the whole afternoon.;1491476489.261956;1491476489U0A8NPHRD
666;Celtaris;6;<@U035AASB8> <@U035J4RG4> I are at BANK-now this afternoon.;1491472680.673859;1491472680U2Q4H6S4E
667;Mamon;1;I will come to the office at 9:30 today.;1491460115.7356;1491460115U27727KK8
668;Vaerys;1;Will be late by ~45 minutes;1491455802.362638;1491455802U0PLNK7EK
668;Vaerys;8;need to go to the MigrationCaenraenost;1491455802.362638;1491455802U0PLNK7EK
668;Vaerys;8;get a temporary visa;1491455802.362638;1491455802U0PLNK7EK
669;Caenraenos;1;I will be in a little later at 10:30;1491441606.211558;1491441606U035AASB8
670;Ryswell;6;Later this afternoon I will be at the SOM to meet our Google contact person;1491395231.5289302;1491395231U2777Q7E3
671;Celtaris;3;I will leave a little earlier today after 17:00) be in HO later.;1491387024.261306;1491387024U2Q4H6S4E
672;Gonaleos;5;I am still sick;1491374841.254406;1491374841U3W886EF4
672;Gonaleos;3;so I work from home today;1491374841.254406;1491374841U3W886EF4
673;Myke;3;I'll do HO tomorrow;1491314952.726416;1491314952U0MGNKETU
673;Myke;1;I'll be off for about 30-45 min to run to post-office to pick up my medicine some urgent errands.;1491314952.726416;1491314952U0MGNKETU
674;Baegar;3;Tomorrow I'm going to do home office in order to concentrate on myBANK-now preparations.;1491309999.475479;1491309999U035J4RG4
675;Vaerys;5;I am waiting to get some sort of bandage on my ankle.;1491293729.798588;1491293729U0PLNK7EK
675;Vaerys;4;Will come the office when they are done strapping my foot.;1491293729.798588;1491293729U0PLNK7EK
676;Balaemar;4;I have to leave at 4pm for a dentist's appointment;1491289651.197967;1491289651U035FRUCY
677;Darnor;1;Running late as well;1491288955.109272;1491288955U1D7Q9J8M
